,track_id,genre_top,genres_all,split,subset
45831,67234,21,[21],training,medium
45832,67235,21,[21],training,small
45834,67237,12,[12],validation,small
45835,67238,12,[12],validation,medium
45836,67239,12,[12],validation,medium
45837,67240,12,[12],validation,medium
45838,67241,12,[12],validation,medium
45844,67248,12,"[25, 12]",validation,medium
45864,67269,12,"[25, 12]",training,medium
45903,67308,15,[15],training,small
45904,67309,15,[15],training,medium
45905,67310,15,[15],training,medium
45906,67311,15,[15],training,medium
45924,67330,10,"[10, 76]",test,small
45925,67331,10,"[10, 76]",test,small
45926,67332,10,"[10, 76]",test,small
45927,67333,10,"[10, 76]",test,small
45928,67334,10,"[10, 76]",test,small
45930,67336,10,"[10, 76]",test,small
45950,67357,10,"[10, 76]",training,small
45951,67358,10,"[10, 76]",training,small
45952,67359,10,"[10, 76]",training,small
45953,67360,10,"[10, 76]",training,small
45954,67361,10,"[10, 76]",training,small
45955,67362,10,"[10, 76]",training,small
45956,67363,10,"[10, 76]",training,small
45957,67364,10,"[10, 76]",validation,small
45958,67365,10,"[10, 76]",test,small
45959,67366,10,"[10, 76]",training,small
45960,67367,10,"[10, 76]",training,small
45961,67368,10,"[10, 76]",training,small
45991,67412,12,"[89, 25, 12]",training,small
45997,67418,12,"[89, 12, 25]",test,medium
46009,67446,12,"[25, 12, 111]",training,medium
46010,67447,12,"[25, 12, 111]",training,medium
46012,67449,12,"[25, 12, 111]",training,medium
46014,67451,12,"[25, 12, 111]",training,medium
46015,67452,12,"[25, 12, 111]",training,medium
46017,67454,12,"[25, 12, 111]",training,medium
46018,67455,12,"[25, 12, 111]",training,medium
46019,67456,12,"[25, 12, 111]",training,medium
46020,67457,38,"[1, 38]",test,small
46021,67458,38,"[1, 38]",test,medium
46022,67459,38,"[1, 38]",test,medium
46025,67462,38,"[1, 38]",test,medium
46026,67463,15,[15],training,medium
46027,67464,15,[15],training,medium
46028,67465,15,[15],training,medium
46029,67466,15,[15],training,medium
46031,67468,15,[15],training,medium
46032,67470,15,[15],training,small
46033,67471,15,[15],training,medium
46034,67472,15,[15],training,medium
46035,67473,15,[15],training,medium
46036,67474,15,[15],training,medium
46051,67496,38,"[32, 38]",training,medium
46055,67500,38,"[32, 38]",training,small
46061,67506,12,"[25, 12, 109]",training,medium
46062,67507,12,"[25, 12, 109]",training,medium
46063,67508,12,"[25, 12, 109]",training,medium
46064,67509,12,"[25, 12, 109]",training,medium
46065,67510,12,"[25, 12, 109]",training,medium
46066,67511,12,"[25, 12, 109]",training,medium
46067,67513,12,"[25, 12, 109]",training,medium
46084,67530,38,"[32, 38, 47]",training,medium
46085,67531,38,"[32, 38, 47]",training,medium
46099,67545,15,"[236, 15]",training,medium
46100,67546,15,"[236, 15]",training,medium
46106,67552,15,[15],training,medium
46107,67553,15,[15],training,small
46108,67554,15,[15],training,medium
46110,67556,12,"[98, 12]",training,small
46111,67557,12,"[98, 12]",training,small
46112,67558,12,"[98, 12]",training,small
46113,67559,12,"[25, 12, 111]",training,medium
46114,67560,12,"[25, 12, 111]",training,medium
46115,67561,12,"[25, 12, 111]",training,medium
46116,67562,12,"[25, 12, 111]",training,medium
46117,67563,12,"[25, 12, 111]",training,medium
46118,67564,12,"[25, 12, 111]",training,medium
46119,67565,12,"[25, 12, 111]",training,medium
46120,67566,12,"[25, 12, 111]",training,medium
46140,67589,12,"[25, 12]",training,medium
46147,67596,12,"[25, 12]",training,medium
46148,67597,17,[17],training,small
46149,67598,17,[17],training,small
46150,67599,17,[17],training,medium
46151,67600,17,[17],training,small
46169,67623,38,"[1, 250, 125, 38]",training,medium
46170,67624,38,"[1, 250, 125, 38]",training,medium
46171,67625,38,"[1, 250, 125, 38]",training,medium
46172,67626,38,"[1, 250, 125, 38]",training,medium
46183,67637,15,"[468, 15]",training,small
46184,67638,15,"[468, 15]",validation,small
46185,67639,15,"[468, 15]",training,small
46186,67640,15,"[468, 15]",training,small
46192,67648,12,"[113, 66, 26, 12]",training,medium
46193,67649,12,"[113, 66, 26, 12]",training,medium
46194,67650,12,"[113, 66, 26, 12]",training,medium
46196,67652,12,"[113, 66, 26, 12]",training,medium
46197,67653,12,"[113, 66, 26, 12]",training,medium
46198,67654,12,"[113, 66, 26, 12]",training,medium
46199,67655,12,"[113, 66, 26, 12]",training,medium
46200,67656,12,"[113, 66, 26, 12]",training,medium
46201,67657,12,"[113, 66, 26, 12]",training,medium
46202,67658,12,"[113, 66, 26, 12]",training,medium
46203,67659,12,"[113, 66, 26, 12]",training,medium
46204,67660,12,"[113, 66, 26, 12]",training,small
46205,67661,12,"[113, 66, 26, 12]",training,small
46207,67670,15,"[42, 15]",training,medium
46208,67671,15,"[42, 15]",training,medium
46209,67672,15,"[42, 15]",training,medium
46210,67673,12,"[26, 12, 98]",training,small
46216,67701,38,"[41, 38]",training,medium
46222,67707,38,"[41, 38]",training,small
46247,67734,38,"[32, 38]",training,medium
46249,67736,38,"[32, 38]",training,medium
46264,67752,38,"[32, 250, 38]",training,medium
46267,67755,38,"[32, 250, 38]",training,medium
46271,67760,10,"[10, 76]",training,small
46272,67761,12,"[25, 12, 85]",test,medium
46273,67762,12,[12],training,medium
46274,67763,17,[17],training,small
46275,67764,17,[17],training,small
46276,67765,17,[17],training,small
46277,67766,17,[17],training,small
46279,67768,12,"[58, 12, 31]",training,medium
46280,67769,12,"[58, 12, 31]",training,medium
46281,67773,12,[12],test,medium
46287,67779,12,[12],test,medium
46288,67780,12,[12],test,medium
46289,67781,21,[21],training,medium
46290,67782,21,[21],training,medium
46292,67784,21,[21],training,small
46294,67786,21,[21],training,medium
46295,67787,21,[21],training,medium
46296,67788,21,[21],training,medium
46297,67789,21,[21],training,medium
46298,67790,21,[21],training,medium
46299,67791,21,[21],training,medium
46300,67792,21,[21],training,medium
46301,67793,21,[21],training,small
46310,67829,38,"[41, 38]",training,small
46369,68209,4,"[97, 4, 37]",validation,medium
46370,68210,4,"[97, 4, 37]",validation,medium
46374,68215,4,"[97, 4, 37]",validation,medium
46378,68220,4,"[97, 4, 37]",validation,medium
46379,68221,4,"[97, 4, 37]",validation,medium
46380,68222,4,"[97, 4, 37]",validation,medium
46383,68226,4,[4],test,medium
46384,68227,4,[4],test,medium
46385,68228,4,[4],test,medium
46386,68229,4,[4],test,medium
46387,68230,4,[4],test,medium
46388,68231,4,[4],test,medium
46389,68233,4,[4],test,medium
46390,68234,4,[4],test,medium
46391,68235,4,[4],test,medium
46392,68236,4,[4],training,medium
46393,68237,4,[4],training,medium
46394,68238,4,[4],training,medium
46395,68239,4,[4],training,medium
46396,68242,4,[4],training,medium
46397,68243,4,[4],training,medium
46398,68244,4,[4],training,medium
46399,68245,4,[4],training,medium
46400,68247,4,[4],training,medium
46401,68248,4,[4],training,medium
46440,68330,12,"[25, 12, 85]",test,medium
46443,68333,12,"[25, 12, 85]",test,medium
46444,68334,12,"[25, 12, 85]",test,medium
46450,68340,4,[4],test,medium
46451,68341,4,[4],test,medium
46452,68342,4,[4],test,medium
46453,68343,4,[4],test,medium
46454,68344,4,[4],test,medium
46462,68353,10,[10],training,small
46463,68354,10,[10],training,small
46464,68355,10,[10],training,small
46465,68356,10,[10],training,small
46506,68404,12,"[25, 12]",test,small
46507,68407,38,"[125, 38]",training,small
46508,68408,38,"[125, 38]",training,medium
46509,68409,38,"[125, 38]",training,medium
46510,68410,38,"[125, 38]",training,small
46521,68421,17,"[33, 17]",test,medium
46524,68424,14,"[11, 14]",training,medium
46525,68425,14,"[11, 14]",training,medium
46526,68426,14,"[11, 14]",training,medium
46527,68427,14,"[11, 14]",training,medium
46528,68428,14,"[11, 14]",training,medium
46529,68429,14,"[11, 14]",training,medium
46530,68430,14,"[11, 14]",training,medium
46531,68431,14,"[11, 14]",training,medium
46532,68432,14,"[11, 14]",training,medium
46533,68433,14,"[11, 14]",training,medium
46534,68434,14,"[11, 14]",training,medium
46535,68435,14,"[11, 14]",training,medium
46543,68443,15,[15],training,medium
46544,68444,15,[15],training,small
46545,68445,15,[15],training,medium
46547,68447,15,[15],training,medium
46548,68448,15,[15],training,medium
46592,68507,12,"[25, 12]",training,medium
46611,68530,21,[21],training,medium
46612,68531,21,[21],training,small
46613,68532,21,[21],training,medium
46614,68533,21,[21],training,medium
46615,68534,21,[21],training,medium
46616,68535,21,[21],training,medium
46617,68536,38,"[38, 30]",test,small
46618,68537,38,"[38, 30]",test,small
46619,68538,38,"[38, 30]",validation,small
46620,68539,38,"[38, 30]",training,small
46621,68540,38,"[38, 30]",training,small
46622,68541,38,"[38, 30]",training,small
46623,68542,38,"[38, 30]",training,medium
46624,68543,38,"[38, 30]",training,small
46626,68549,38,"[38, 30]",training,small
46627,68551,38,"[38, 30]",test,small
46628,68570,38,"[38, 30]",training,medium
46629,68571,38,"[38, 30]",training,medium
46631,68573,38,"[38, 30]",training,small
46634,68576,38,"[38, 30]",training,medium
46637,68579,38,"[38, 30]",training,small
46639,68581,15,"[42, 15]",test,medium
46640,68582,15,"[42, 15]",test,small
46641,68583,15,"[42, 15]",test,medium
46642,68584,15,"[42, 15]",test,medium
46643,68585,15,"[42, 15]",test,medium
46644,68586,15,"[42, 15]",test,medium
46645,68587,15,"[42, 15]",test,small
46646,68588,21,"[100, 21]",training,medium
46647,68589,21,"[100, 21]",training,medium
46648,68590,21,"[100, 21]",training,medium
46649,68591,21,"[100, 21]",training,medium
46650,68592,21,"[100, 21]",training,small
46651,68593,21,"[100, 21]",training,medium
46652,68594,21,"[100, 21]",training,medium
46653,68595,21,"[100, 21]",training,medium
46654,68596,21,"[100, 21]",training,medium
46655,68597,21,"[100, 21]",training,medium
46656,68598,21,"[100, 21]",training,medium
46657,68599,21,"[100, 21]",training,medium
46658,68600,21,"[100, 21]",training,small
46659,68601,21,"[100, 21]",training,small
46710,68680,15,"[184, 42, 15]",training,small
46711,68681,15,"[184, 42, 15]",training,medium
46712,68682,15,"[184, 42, 15]",training,small
46713,68683,15,"[184, 42, 15]",training,small
46724,68696,12,"[25, 12, 45]",training,medium
46730,68707,12,"[25, 66, 12, 111]",training,medium
46731,68708,12,"[25, 66, 12, 111]",training,medium
46732,68709,12,"[25, 66, 12, 111]",training,medium
46733,68710,12,"[25, 66, 12, 111]",training,medium
46734,68711,12,"[25, 66, 12, 111]",training,medium
46735,68712,12,"[25, 66, 12, 111]",training,medium
46736,68713,12,"[25, 66, 12, 111]",training,medium
46737,68739,4,[4],training,medium
46738,68740,4,[4],training,medium
46739,68741,4,[4],training,medium
46740,68742,4,[4],training,medium
46741,68743,4,[4],training,medium
46742,68744,4,[4],training,medium
46743,68745,4,[4],training,medium
46744,68746,4,[4],training,medium
46745,68747,4,[4],training,medium
46746,68748,4,[4],training,medium
46747,68749,15,[15],test,medium
46749,68751,15,[15],test,medium
46750,68752,15,[15],test,medium
46769,68816,12,"[25, 12, 109, 361]",training,medium
46770,68817,12,"[25, 12, 109, 361]",training,medium
46771,68818,12,"[25, 12, 109, 361]",training,medium
46772,68819,12,"[25, 12, 109, 361]",training,medium
46773,68820,12,"[25, 12, 109, 361]",training,small
46774,68821,12,"[25, 12, 109, 361]",training,small
46790,68837,17,[17],training,small
46791,68838,17,[17],training,small
46792,68839,17,[17],training,small
46793,68840,17,[17],training,small
46794,68841,17,[17],training,small
46795,68842,17,[17],training,small
46796,68843,17,[17],training,small
46797,68844,17,[17],training,small
46804,68851,17,[17],training,small
46805,68852,17,[17],training,small
46806,68853,17,[17],training,small
46807,68854,17,[17],training,small
46808,68855,17,[17],training,medium
46809,68856,17,[17],training,medium
46810,68857,17,[17],training,medium
46811,68858,17,[17],training,medium
46812,68860,17,[17],training,small
46813,68861,17,[17],training,small
46814,68862,17,[17],training,small
46821,68869,38,"[32, 38]",training,small
46823,68871,38,"[32, 38]",training,medium
46824,68872,38,"[32, 38]",training,small
46827,68875,38,"[32, 38]",training,small
46843,68891,15,"[400, 182, 15]",test,small
46844,68892,15,"[400, 182, 15]",test,small
46845,68893,15,"[400, 182, 15]",test,small
46846,68894,15,"[400, 182, 15]",test,small
46847,68895,15,"[400, 182, 15]",test,small
46848,68896,15,"[400, 182, 15]",test,small
46849,68897,15,"[400, 182, 15]",test,small
46850,68898,15,"[400, 182, 15]",test,small
46851,68899,15,"[400, 182, 15]",test,small
46854,68902,12,[12],training,medium
46858,68906,12,[12],training,medium
46859,68907,12,[12],training,medium
46861,68909,12,"[314, 12]",validation,small
46862,68910,12,"[314, 12]",validation,medium
46863,68911,12,"[314, 12]",validation,medium
46864,68912,12,"[314, 12]",validation,medium
46865,68913,12,"[314, 12]",validation,medium
46866,68914,12,"[314, 12]",validation,medium
46867,68915,12,"[314, 12]",validation,medium
46868,68916,12,"[314, 12]",validation,medium
46869,68917,12,"[314, 12]",validation,medium
46870,68918,12,"[314, 12]",validation,medium
46929,68999,38,"[38, 30]",training,medium
46931,69001,38,"[38, 30]",training,small
46932,69002,38,"[38, 30]",training,small
46951,69021,1235,"[107, 18, 1235]",training,medium
46957,69027,1235,"[107, 18, 1235]",training,medium
47020,69170,15,"[495, 468, 15]",training,small
47021,69171,12,"[25, 12, 85]",training,medium
47022,69172,12,"[25, 12, 85]",training,medium
47023,69173,12,"[25, 12, 85]",training,medium
47024,69174,12,"[25, 12, 85]",training,medium
47025,69175,12,"[25, 12, 85]",training,medium
47026,69176,12,"[25, 12, 85]",training,medium
47027,69177,12,"[25, 12, 85]",training,medium
47028,69178,12,"[25, 12, 85]",training,medium
47031,69181,10,"[10, 76]",training,small
47032,69182,10,"[10, 76]",training,small
47036,69188,10,"[10, 76]",training,small
47040,69193,15,"[296, 400, 182, 15]",training,small
47041,69194,15,"[296, 400, 182, 15]",validation,small
47042,69195,15,"[296, 400, 182, 15]",training,small
47043,69196,15,"[296, 400, 182, 15]",training,small
47044,69197,15,"[296, 400, 182, 15]",training,small
47045,69198,15,"[296, 400, 182, 15]",training,small
47046,69199,15,"[296, 400, 182, 15]",training,small
47047,69200,15,"[296, 400, 182, 15]",training,small
47048,69201,15,"[296, 400, 182, 15]",training,small
47049,69202,15,"[296, 400, 182, 15]",training,small
47050,69203,15,"[296, 400, 182, 15]",training,small
47051,69204,15,"[296, 400, 182, 15]",training,small
47052,69205,15,"[296, 400, 182, 15]",training,small
47053,69206,15,"[296, 400, 182, 15]",training,small
47054,69207,15,"[296, 400, 182, 15]",training,small
47055,69208,15,"[296, 400, 182, 15]",training,small
47056,69209,15,"[296, 400, 182, 15]",training,small
47057,69210,15,"[296, 400, 182, 15]",training,small
47058,69211,15,"[296, 400, 182, 15]",training,small
47066,69221,15,"[468, 15]",test,small
47067,69222,15,"[468, 15]",test,small
47068,69223,15,"[468, 15]",test,small
47103,69258,12,"[25, 66, 12, 111]",training,medium
47104,69259,12,"[25, 66, 12, 111]",training,medium
47105,69260,12,"[25, 66, 12, 111]",training,medium
47106,69261,12,"[25, 66, 12, 111]",training,medium
47107,69262,12,"[25, 66, 12, 111]",training,medium
47108,69263,12,"[25, 66, 12, 111]",training,medium
47109,69264,12,"[25, 12, 109]",training,medium
47115,69270,12,"[25, 12, 109]",training,medium
47117,69272,12,"[25, 12, 109]",training,medium
47118,69291,12,"[25, 12, 109]",training,medium
47126,69299,12,"[25, 12, 109]",training,medium
47127,69303,38,"[41, 38, 47]",test,small
47159,69349,12,"[25, 12]",training,medium
47171,69361,12,"[25, 12]",training,medium
47172,69362,12,"[25, 12]",training,medium
47267,69554,21,[21],training,small
47268,69555,21,[21],training,small
47269,69556,21,[21],training,medium
47270,69557,21,[21],training,medium
47271,69558,21,[21],training,medium
47272,69559,21,[21],training,medium
47273,69560,21,[21],training,medium
47274,69561,21,[21],training,small
47275,69562,21,[21],training,medium
47276,69563,21,[21],training,small
47277,69564,21,[21],training,small
47280,69567,17,"[49, 17]",training,small
47290,69587,15,"[495, 286, 15]",training,medium
47291,69588,15,"[495, 286, 15]",training,medium
47292,69589,15,"[495, 286, 15]",training,medium
47293,69590,15,"[495, 286, 15]",training,medium
47294,69591,15,"[495, 286, 15]",training,medium
47295,69592,15,"[495, 286, 15]",training,medium
47296,69593,15,"[495, 286, 15]",training,medium
47297,69594,15,"[495, 286, 15]",training,medium
47337,69636,12,"[45, 27, 12, 53]",training,medium
47339,69638,12,"[45, 27, 12, 53]",training,medium
47347,69646,12,"[45, 27, 12, 53]",training,medium
47348,69647,12,"[45, 27, 12, 53]",training,medium
47358,69665,38,[38],training,medium
47364,69682,38,[38],training,small
47365,69683,38,[38],training,medium
47368,69686,38,[38],training,medium
47370,69688,12,"[25, 314, 12, 71]",training,medium
47371,69689,12,"[25, 314, 12, 71]",training,medium
47372,69690,12,"[25, 314, 12, 71]",training,medium
47373,69691,12,"[25, 314, 12, 71]",training,medium
47375,69693,12,"[25, 314, 12, 71]",training,medium
47376,69694,12,"[25, 314, 12, 71]",training,medium
47377,69695,12,"[25, 314, 12, 71]",training,medium
47378,69696,12,"[25, 314, 12, 71]",training,medium
47389,69719,12,"[12, 45, 53, 88, 90]",training,medium
47390,69720,12,"[12, 45, 53, 88, 90]",training,medium
47391,69721,12,"[12, 45, 53, 88, 90]",training,medium
47392,69722,12,"[12, 45, 53, 88, 90]",training,medium
47393,69723,12,"[12, 45, 53, 88, 90]",training,small
47394,69724,12,"[12, 45, 53, 88, 90]",training,medium
47395,69725,12,"[12, 45, 53, 88, 90]",training,medium
47396,69726,12,"[12, 45, 53, 88, 90]",training,small
47397,69727,12,"[12, 45, 53, 88, 90]",training,small
47398,69728,15,"[236, 15]",training,medium
47399,69729,15,"[236, 15]",training,medium
47400,69730,15,"[236, 15]",training,medium
47401,69731,15,"[236, 15]",training,medium
47402,69732,15,"[236, 15]",training,small
47403,69733,15,"[236, 15]",training,medium
47404,69734,15,"[236, 15]",training,medium
47405,69735,15,"[236, 15]",training,medium
47406,69736,15,"[236, 15]",training,medium
47407,69737,12,"[25, 45, 12, 53]",validation,medium
47411,69741,12,"[25, 45, 12, 53]",validation,medium
47412,69742,12,"[25, 45, 12, 53]",validation,medium
47413,69743,12,"[25, 45, 12, 53]",validation,medium
47414,69744,10,"[10, 76]",training,small
47415,69745,10,"[10, 76]",training,small
47416,69746,10,"[10, 76]",training,small
47417,69747,10,"[10, 76]",training,small
47423,69761,17,[17],training,small
47424,69762,17,[17],training,small
47425,69763,17,[17],training,small
47426,69764,17,[17],training,small
47427,69765,17,[17],training,small
47428,69766,17,[17],training,small
47429,69767,17,[17],training,small
47430,69768,17,[17],training,small
47431,69769,12,"[12, 45, 53, 89, 25]",test,medium
47435,69776,12,"[89, 12, 25]",training,medium
47440,69781,12,"[25, 12, 111]",training,small
47441,69782,12,"[66, 12]",training,medium
47443,69784,38,"[41, 38]",training,small
47444,69785,38,"[41, 38]",training,small
47445,69786,38,"[41, 38]",training,medium
47446,69787,38,"[41, 38]",training,small
47447,69788,38,"[41, 38]",training,small
47448,69789,38,"[41, 38]",training,small
47449,69791,38,"[41, 38]",training,small
47450,69792,38,"[41, 38]",training,small
47451,69793,38,"[41, 38]",training,small
47456,69798,38,"[41, 38]",training,small
47471,69822,21,"[539, 21]",training,small
47472,69823,21,"[539, 21]",training,small
47473,69824,21,"[539, 21]",training,small
47474,69825,21,"[539, 21]",training,small
47475,69826,21,"[539, 21]",training,small
47476,69827,21,"[539, 21]",training,small
47477,69828,21,"[539, 21]",training,small
47478,69829,21,[21],training,medium
47479,69830,21,[21],training,small
47480,69831,21,[21],training,medium
47482,69833,21,[21],training,small
47483,69834,21,[21],training,medium
47484,69835,21,[21],training,medium
47485,69836,15,[15],training,medium
47486,69837,15,[15],training,medium
47487,69838,15,[15],training,medium
47488,69839,15,[15],training,medium
47489,69840,15,[15],training,medium
47506,69864,38,"[32, 250, 38]",training,medium
47522,69904,21,[21],training,small
47539,69925,12,"[25, 109, 12, 45]",training,medium
47540,69926,12,"[25, 109, 12, 45]",training,medium
47542,69928,12,"[25, 109, 12, 45]",training,medium
47543,69929,12,"[25, 109, 12, 45]",training,medium
47547,69933,12,"[25, 12, 85]",training,medium
47552,69938,12,"[25, 12, 85]",training,medium
47553,69939,12,"[25, 12, 85]",training,medium
47555,69941,12,"[25, 12, 111]",validation,medium
47556,69942,12,"[25, 12, 111]",validation,medium
47557,69943,12,"[25, 12, 111]",validation,medium
47558,69944,12,"[25, 12, 111]",validation,medium
47559,69945,12,"[25, 12, 111]",validation,medium
47560,69946,12,"[25, 12, 111]",validation,medium
47561,69947,12,"[25, 12, 111]",validation,small
47562,69948,12,"[25, 12, 111]",validation,medium
47563,69949,12,"[25, 12, 111]",validation,small
47564,69950,12,"[66, 12]",training,medium
47565,69951,12,"[66, 12]",training,medium
47566,69952,12,"[66, 12]",training,medium
47567,69953,12,"[66, 12]",training,medium
47568,69954,12,"[66, 12]",training,medium
47569,69955,12,"[25, 12]",training,medium
47581,69985,15,[15],validation,small
47582,69986,15,[15],validation,medium
47583,69987,15,[15],validation,medium
47584,69988,15,[15],validation,medium
47585,69989,15,[15],validation,medium
47586,69990,15,[15],validation,medium
47587,69991,15,[15],validation,medium
47588,69992,15,[15],validation,medium
47589,69993,15,[15],validation,medium
47590,69994,15,[15],validation,medium
47591,69995,15,[15],validation,medium
47592,69996,15,[15],validation,medium
47598,70002,38,"[250, 38]",training,small
47601,70005,38,"[250, 38]",training,small
47620,70040,12,"[71, 12, 89, 27, 25]",training,medium
47621,70041,12,"[71, 12, 89, 27, 25]",training,medium
47623,70043,12,"[71, 12, 89, 27, 25]",training,medium
47624,70044,12,"[71, 12, 89, 27, 25]",training,medium
47625,70045,12,"[71, 12, 89, 27, 25]",training,medium
47723,70163,38,"[1, 38]",training,medium
47728,70168,38,"[1, 38]",training,medium
47731,70171,38,"[1, 38]",training,medium
47732,70172,38,"[1, 38]",training,medium
47733,70173,38,"[1, 38]",training,medium
47734,70174,38,"[1, 38]",training,small
47750,70190,12,"[58, 12, 85]",training,medium
47751,70191,12,"[58, 12, 85]",training,medium
47753,70193,12,"[58, 12, 85]",training,medium
47754,70194,12,"[58, 12, 85]",training,medium
47758,70198,12,"[58, 12, 85]",training,medium
47759,70199,12,"[58, 12, 85]",training,medium
47761,70201,12,"[25, 58, 12, 85]",training,medium
47762,70202,12,"[25, 58, 12, 85]",training,medium
47763,70204,12,"[25, 58, 12, 85]",training,medium
47764,70205,12,"[25, 58, 12, 85]",training,medium
47765,70206,21,"[539, 21]",training,small
47766,70207,21,"[539, 21]",training,small
47767,70208,21,"[539, 21]",training,small
47792,70239,15,[15],training,medium
47793,70240,15,[15],training,medium
47794,70241,15,[15],training,medium
47795,70242,15,[15],training,medium
47796,70243,15,[15],training,medium
47797,70244,15,[15],training,medium
47798,70245,12,"[25, 12, 85]",training,medium
47803,70250,12,"[25, 12, 85]",training,medium
47804,70251,12,"[25, 12, 85]",training,medium
47818,70267,12,"[25, 12, 109]",training,medium
47819,70268,12,"[25, 12, 109]",training,medium
47823,70272,12,"[25, 12, 109]",training,medium
47824,70273,12,"[25, 12, 109]",training,medium
47825,70274,12,"[25, 12, 109]",training,medium
47826,70275,12,"[25, 12, 109]",training,medium
47832,70282,15,"[240, 297, 15]",training,medium
47833,70283,15,"[240, 297, 15]",training,medium
47835,70285,5,"[322, 5]",training,medium
47846,70299,15,"[495, 400, 15, 182, 286]",validation,small
47847,70300,15,"[495, 400, 15, 182, 286]",validation,small
47848,70301,15,"[495, 400, 15, 182, 286]",validation,small
47849,70302,15,"[495, 400, 15, 182, 286]",validation,small
47850,70303,15,"[495, 400, 15, 182, 286]",validation,small
47889,70402,12,"[27, 12]",training,small
47890,70403,12,"[26, 12]",validation,small
47892,70405,12,"[25, 66, 12]",training,medium
47893,70406,12,"[25, 66, 12]",training,medium
47894,70407,12,"[66, 12]",training,medium
47896,70409,12,"[89, 27, 12, 25]",training,small
47898,70412,12,"[66, 12]",training,medium
47900,70417,5,"[322, 5]",training,medium
47901,70418,5,"[322, 5]",training,medium
47902,70419,5,"[322, 5]",training,medium
47903,70423,10,[10],validation,small
47904,70424,10,[10],validation,small
47905,70425,10,[10],validation,small
47906,70426,10,[10],validation,small
47907,70434,12,"[25, 58, 12, 85]",training,medium
47908,70435,12,"[25, 58, 12, 85]",training,medium
47909,70436,12,"[25, 58, 12, 85]",training,medium
47910,70437,12,"[25, 58, 12, 85]",training,medium
47911,70438,12,"[25, 58, 12, 85]",training,medium
47912,70439,12,"[25, 58, 12, 85]",training,medium
47913,70440,12,"[25, 58, 12, 85]",training,medium
47914,70441,5,"[442, 5]",training,medium
47915,70442,5,"[442, 5]",training,medium
47916,70443,5,"[442, 5]",training,medium
47917,70444,5,"[442, 5]",training,medium
47918,70445,5,"[442, 5]",training,medium
47919,70446,5,"[442, 5]",training,medium
47920,70447,5,"[442, 5]",training,medium
47921,70448,5,"[442, 5]",training,medium
47922,70449,5,"[442, 5]",training,medium
47923,70450,5,"[442, 5]",training,medium
47924,70451,5,"[442, 5]",training,medium
47925,70452,5,"[442, 5]",training,medium
47926,70454,5,"[442, 5]",training,medium
47927,70455,5,"[442, 5]",training,medium
47928,70456,5,"[442, 5]",training,medium
47929,70457,5,"[442, 5]",training,medium
47930,70458,5,"[442, 5]",training,medium
47931,70459,5,"[442, 5]",training,medium
47932,70460,5,"[442, 5]",training,medium
47933,70461,5,"[442, 5]",training,medium
47934,70462,5,"[442, 5]",training,medium
47935,70463,5,"[442, 5]",training,medium
47936,70464,5,"[442, 5]",training,medium
47937,70465,5,"[442, 5]",training,medium
47938,70466,5,"[442, 5]",training,medium
47939,70467,5,"[442, 5]",training,medium
47940,70468,5,"[442, 5]",training,medium
47941,70469,5,"[442, 5]",training,medium
47942,70470,5,"[442, 5]",training,medium
47943,70471,5,"[442, 5]",training,medium
47944,70472,5,"[442, 5]",training,medium
47979,70509,15,[15],training,medium
47982,70512,15,[15],training,medium
47983,70513,15,[15],training,medium
47987,70517,38,"[41, 250, 38]",training,medium
48068,70654,21,[21],training,small
48069,70655,21,[21],training,small
48070,70656,21,[21],training,medium
48071,70657,21,[21],training,small
48072,70658,21,[21],training,medium
48073,70659,21,[21],training,medium
48074,70660,21,[21],training,small
48090,70687,12,"[25, 45, 12, 53]",test,medium
48096,70693,12,"[25, 45, 12, 53]",test,medium
48098,70695,12,"[25, 45, 12, 53]",test,medium
48099,70696,12,"[25, 45, 12, 53]",test,medium
48132,70768,21,"[21, 542]",validation,small
48133,70769,21,"[21, 542]",validation,medium
48134,70770,21,"[21, 542]",validation,small
48135,70771,21,"[21, 542]",validation,medium
48136,70772,21,"[21, 542]",validation,small
48137,70773,21,"[21, 542]",validation,small
48138,70774,21,"[21, 542]",validation,small
48139,70775,21,"[21, 542]",validation,small
48159,70809,12,"[31, 12, 439]",training,medium
48161,70811,12,"[31, 12, 439]",training,medium
48163,70813,12,"[31, 12, 439]",training,small
48171,70821,12,[12],training,medium
48172,70822,12,[12],training,medium
48174,70824,12,[12],training,medium
48195,70873,10,"[10, 76]",training,small
48196,70874,10,"[10, 76]",training,medium
48197,70875,10,"[10, 76]",training,small
48198,70876,10,"[10, 76]",training,medium
48199,70877,10,"[10, 76]",training,medium
48200,70878,10,"[10, 76]",training,small
48201,70879,10,"[10, 76]",training,small
48204,70882,12,"[25, 12, 85]",training,medium
48207,70885,12,"[25, 12, 85]",training,medium
48208,70886,12,"[25, 12, 85]",training,medium
48209,70887,12,"[25, 12, 85]",training,medium
48210,70888,12,"[25, 12, 85]",training,medium
48211,70889,12,"[25, 12, 85]",training,medium
48229,70913,21,[21],training,medium
48230,70914,21,[21],training,medium
48249,70933,5,"[659, 5]",training,medium
48250,70934,5,"[659, 5]",training,medium
48251,70935,5,"[659, 5]",training,medium
48252,70936,5,"[659, 5]",training,medium
48253,70937,5,"[659, 5]",training,medium
48254,70938,5,"[659, 5]",training,medium
