
-------
Evaluating test score...

-------
epoch 1 | test_loss: 3.04 | 108.31s | 00:14:58
-------


=======
Batch size: 6 | Epochs: 30 | Learning rate: 0.0009 | Started: 23:26:31

epoch 1 | batch 50/3318 | loss: 2.05 | lr: 8.9871E-04 | 0.72s | 00:00:59
epoch 188 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6211E-04 | 0.13s | 00:07:06
epoch 188 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5748E-04 | 0.13s | 00:07:06
epoch 188 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5289E-04 | 0.13s | 00:07:06

-------
Evaluating train score (10 samples)...

-------
epoch 188 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:07
-------

epoch 189 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9515E-04 | 0.13s | 00:07:07
epoch 189 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.9032E-04 | 0.13s | 00:07:07
epoch 189 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8552E-04 | 0.13s | 00:07:07
epoch 189 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.8075E-04 | 0.13s | 00:07:07
epoch 189 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7600E-04 | 0.13s | 00:07:08
epoch 189 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.7128E-04 | 0.13s | 00:07:08
epoch 189 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6658E-04 | 0.13s | 00:07:08
epoch 189 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6191E-04 | 0.13s | 00:07:08
epoch 189 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5726E-04 | 0.13s | 00:07:08
epoch 189 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5264E-04 | 0.13s | 00:07:08

-------
Evaluating train score (10 samples)...

-------
epoch 189 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:09
-------

epoch 190 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9512E-04 | 0.13s | 00:07:09
epoch 190 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.9027E-04 | 0.13s | 00:07:09
epoch 190 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8545E-04 | 0.13s | 00:07:09
epoch 190 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.8065E-04 | 0.13s | 00:07:10
epoch 190 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7588E-04 | 0.13s | 00:07:10
epoch 190 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.7113E-04 | 0.13s | 00:07:10
epoch 190 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6641E-04 | 0.13s | 00:07:10
epoch 190 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6171E-04 | 0.13s | 00:07:10
epoch 190 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5704E-04 | 0.13s | 00:07:10
epoch 190 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5240E-04 | 0.13s | 00:07:11

-------
Evaluating train score (10 samples)...

-------
epoch 190 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:11
-------

epoch 191 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9510E-04 | 0.13s | 00:07:11
epoch 191 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.9022E-04 | 0.13s | 00:07:11
epoch 191 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8537E-04 | 0.13s | 00:07:12
epoch 191 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.8055E-04 | 0.13s | 00:07:12
epoch 191 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7575E-04 | 0.13s | 00:07:12
epoch 191 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.7098E-04 | 0.13s | 00:07:12
epoch 191 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6623E-04 | 0.13s | 00:07:12
epoch 191 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6152E-04 | 0.13s | 00:07:12
epoch 191 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5682E-04 | 0.13s | 00:07:13
epoch 191 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5215E-04 | 0.13s | 00:07:13

-------
Evaluating train score (10 samples)...

-------
epoch 191 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:13
-------

epoch 192 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9507E-04 | 0.13s | 00:07:14
epoch 192 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.9017E-04 | 0.13s | 00:07:14
epoch 192 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8530E-04 | 0.13s | 00:07:14
epoch 192 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.8045E-04 | 0.13s | 00:07:14
epoch 192 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7563E-04 | 0.13s | 00:07:14
epoch 192 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.7083E-04 | 0.13s | 00:07:14
epoch 192 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6606E-04 | 0.13s | 00:07:15
epoch 192 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6132E-04 | 0.13s | 00:07:15
epoch 192 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5660E-04 | 0.13s | 00:07:15
epoch 192 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5191E-04 | 0.13s | 00:07:15

-------
Evaluating train score (10 samples)...

-------
epoch 192 | train_loss: 1.10 | acc: 0.50 | 0.55s | 00:07:16
-------

epoch 193 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9505E-04 | 0.13s | 00:07:16
epoch 193 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.9012E-04 | 0.13s | 00:07:16
epoch 193 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8522E-04 | 0.13s | 00:07:16
epoch 193 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.8035E-04 | 0.13s | 00:07:16
epoch 193 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7550E-04 | 0.13s | 00:07:16
epoch 193 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.7068E-04 | 0.13s | 00:07:17
epoch 193 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6589E-04 | 0.13s | 00:07:17
epoch 193 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6112E-04 | 0.13s | 00:07:17
epoch 193 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5638E-04 | 0.13s | 00:07:17
epoch 193 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5167E-04 | 0.13s | 00:07:17

-------
Evaluating train score (10 samples)...

-------
epoch 193 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:18
-------

epoch 194 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9502E-04 | 0.13s | 00:07:18
epoch 194 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.9007E-04 | 0.13s | 00:07:18
epoch 194 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8514E-04 | 0.13s | 00:07:18
epoch 194 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.8025E-04 | 0.13s | 00:07:18
epoch 194 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7538E-04 | 0.13s | 00:07:19
epoch 194 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.7053E-04 | 0.13s | 00:07:19
epoch 194 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6571E-04 | 0.13s | 00:07:19
epoch 194 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6092E-04 | 0.13s | 00:07:19
epoch 194 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5616E-04 | 0.13s | 00:07:19
epoch 194 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5142E-04 | 0.13s | 00:07:19

-------
Evaluating train score (10 samples)...

-------
epoch 194 | train_loss: 1.10 | acc: 0.50 | 0.55s | 00:07:20
-------

epoch 195 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9499E-04 | 0.13s | 00:07:20
epoch 195 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.9002E-04 | 0.13s | 00:07:20
epoch 195 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8507E-04 | 0.13s | 00:07:21
epoch 195 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.8014E-04 | 0.13s | 00:07:21
epoch 195 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7525E-04 | 0.13s | 00:07:21
epoch 195 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.7038E-04 | 0.13s | 00:07:21
epoch 195 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6554E-04 | 0.13s | 00:07:21
epoch 195 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6073E-04 | 0.13s | 00:07:21
epoch 195 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5594E-04 | 0.13s | 00:07:22
epoch 195 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5118E-04 | 0.13s | 00:07:22

-------
Evaluating train score (10 samples)...

-------
epoch 195 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:22
-------

epoch 196 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9497E-04 | 0.13s | 00:07:22
epoch 196 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8997E-04 | 0.13s | 00:07:23
epoch 196 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8499E-04 | 0.13s | 00:07:23
epoch 196 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.8004E-04 | 0.13s | 00:07:23
epoch 196 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7512E-04 | 0.13s | 00:07:23
epoch 196 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.7023E-04 | 0.13s | 00:07:23
epoch 196 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6537E-04 | 0.13s | 00:07:23
epoch 196 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6053E-04 | 0.13s | 00:07:24
epoch 196 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5572E-04 | 0.13s | 00:07:24
epoch 196 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5094E-04 | 0.13s | 00:07:24

-------
Evaluating train score (10 samples)...

-------
epoch 196 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:25
-------

epoch 197 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9494E-04 | 0.13s | 00:07:25
epoch 197 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8992E-04 | 0.13s | 00:07:25
epoch 197 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8492E-04 | 0.13s | 00:07:25
epoch 197 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7994E-04 | 0.13s | 00:07:25
epoch 197 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7500E-04 | 0.13s | 00:07:25
epoch 197 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.7008E-04 | 0.13s | 00:07:26
epoch 197 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6519E-04 | 0.13s | 00:07:26
epoch 197 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6033E-04 | 0.13s | 00:07:26
epoch 197 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5550E-04 | 0.13s | 00:07:26
epoch 197 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5069E-04 | 0.13s | 00:07:26

-------
Evaluating train score (10 samples)...

-------
epoch 197 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:27
-------

epoch 198 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9492E-04 | 0.13s | 00:07:27
epoch 198 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8986E-04 | 0.13s | 00:07:27
epoch 198 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8484E-04 | 0.13s | 00:07:27
epoch 198 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7984E-04 | 0.13s | 00:07:27
epoch 198 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7487E-04 | 0.13s | 00:07:28
epoch 198 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6993E-04 | 0.13s | 00:07:28
epoch 198 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6502E-04 | 0.13s | 00:07:28
epoch 198 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.6014E-04 | 0.13s | 00:07:28
epoch 198 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5528E-04 | 0.13s | 00:07:28
epoch 198 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5045E-04 | 0.13s | 00:07:28

-------
Evaluating train score (10 samples)...

-------
epoch 198 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:29
-------

epoch 199 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9489E-04 | 0.13s | 00:07:29
epoch 199 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8981E-04 | 0.13s | 00:07:29
epoch 199 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8476E-04 | 0.13s | 00:07:29
epoch 199 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7974E-04 | 0.13s | 00:07:30
epoch 199 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7475E-04 | 0.13s | 00:07:30
epoch 199 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6978E-04 | 0.13s | 00:07:30
epoch 199 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6485E-04 | 0.13s | 00:07:30
epoch 199 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5994E-04 | 0.13s | 00:07:30
epoch 199 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5506E-04 | 0.13s | 00:07:30
epoch 199 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.5021E-04 | 0.13s | 00:07:31

-------
Evaluating train score (10 samples)...

-------
epoch 199 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:31
-------

epoch 200 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9487E-04 | 0.13s | 00:07:31
epoch 200 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8976E-04 | 0.13s | 00:07:32
epoch 200 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8469E-04 | 0.13s | 00:07:32
epoch 200 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7964E-04 | 0.13s | 00:07:32
epoch 200 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7462E-04 | 0.13s | 00:07:32
epoch 200 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6964E-04 | 0.13s | 00:07:32
epoch 200 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6468E-04 | 0.13s | 00:07:32
epoch 200 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5974E-04 | 0.13s | 00:07:33
epoch 200 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5484E-04 | 0.13s | 00:07:33
epoch 200 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.4996E-04 | 0.13s | 00:07:33

-------
Evaluating train score (10 samples)...

-------
epoch 200 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:33
-------

epoch 201 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9484E-04 | 0.13s | 00:07:34
epoch 201 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8971E-04 | 0.13s | 00:07:34
epoch 201 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8461E-04 | 0.13s | 00:07:34
epoch 201 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7954E-04 | 0.13s | 00:07:34
epoch 201 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7450E-04 | 0.13s | 00:07:34
epoch 201 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6949E-04 | 0.13s | 00:07:34
epoch 201 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6450E-04 | 0.13s | 00:07:35
epoch 201 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5955E-04 | 0.13s | 00:07:35
epoch 201 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5462E-04 | 0.13s | 00:07:35
epoch 201 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.4972E-04 | 0.13s | 00:07:35

-------
Evaluating train score (10 samples)...

-------
epoch 201 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:36
-------

epoch 202 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9482E-04 | 0.13s | 00:07:36
epoch 202 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8966E-04 | 0.13s | 00:07:36
epoch 202 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8454E-04 | 0.13s | 00:07:36
epoch 202 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7944E-04 | 0.13s | 00:07:36
epoch 202 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7437E-04 | 0.13s | 00:07:36
epoch 202 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6934E-04 | 0.13s | 00:07:37
epoch 202 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6433E-04 | 0.13s | 00:07:37
epoch 202 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5935E-04 | 0.13s | 00:07:37
epoch 202 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5440E-04 | 0.13s | 00:07:37
epoch 202 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.4948E-04 | 0.13s | 00:07:37

-------
Evaluating train score (10 samples)...

-------
epoch 202 | train_loss: 1.10 | acc: 0.50 | 0.55s | 00:07:38
-------

epoch 203 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9479E-04 | 0.13s | 00:07:38
epoch 203 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8961E-04 | 0.13s | 00:07:38
epoch 203 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8446E-04 | 0.13s | 00:07:38
epoch 203 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7934E-04 | 0.13s | 00:07:39
epoch 203 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7425E-04 | 0.13s | 00:07:39
epoch 203 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6919E-04 | 0.13s | 00:07:39
epoch 203 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6416E-04 | 0.13s | 00:07:39
epoch 203 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5915E-04 | 0.13s | 00:07:39
epoch 203 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5418E-04 | 0.13s | 00:07:39
epoch 203 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.4923E-04 | 0.13s | 00:07:40

-------
Evaluating train score (10 samples)...

-------
epoch 203 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:40
-------

epoch 204 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9476E-04 | 0.13s | 00:07:40
epoch 204 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8956E-04 | 0.13s | 00:07:40
epoch 204 | batch 3/10 | loss: 0.83 | acc: 1.0 | lr: 8.8438E-04 | 0.13s | 00:07:41
epoch 204 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7924E-04 | 0.13s | 00:07:41
epoch 204 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7412E-04 | 0.13s | 00:07:41
epoch 204 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6904E-04 | 0.13s | 00:07:41
epoch 204 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6398E-04 | 0.13s | 00:07:41
epoch 204 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5896E-04 | 0.13s | 00:07:41
epoch 204 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5396E-04 | 0.13s | 00:07:42
epoch 204 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.4899E-04 | 0.13s | 00:07:42

-------
Evaluating train score (10 samples)...

-------
epoch 204 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:42
-------

epoch 205 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9474E-04 | 0.13s | 00:07:43
epoch 205 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8951E-04 | 0.13s | 00:07:43
epoch 205 | batch 3/10 | loss: 0.82 | acc: 1.0 | lr: 8.8431E-04 | 0.13s | 00:07:43
epoch 205 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7914E-04 | 0.13s | 00:07:43
epoch 205 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7400E-04 | 0.13s | 00:07:43
epoch 205 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6889E-04 | 0.13s | 00:07:43
epoch 205 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6381E-04 | 0.13s | 00:07:44
epoch 205 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5876E-04 | 0.13s | 00:07:44
epoch 205 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5374E-04 | 0.13s | 00:07:44
epoch 205 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.4875E-04 | 0.13s | 00:07:44

-------
Evaluating train score (10 samples)...

-------
epoch 205 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:45
-------

epoch 206 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9471E-04 | 0.13s | 00:07:45
epoch 206 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8946E-04 | 0.13s | 00:07:45
epoch 206 | batch 3/10 | loss: 0.82 | acc: 1.0 | lr: 8.8423E-04 | 0.13s | 00:07:45
epoch 206 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7904E-04 | 0.13s | 00:07:45
epoch 206 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7387E-04 | 0.13s | 00:07:45
epoch 206 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6874E-04 | 0.13s | 00:07:46
epoch 206 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6364E-04 | 0.13s | 00:07:46
epoch 206 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5856E-04 | 0.13s | 00:07:46
epoch 206 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5352E-04 | 0.13s | 00:07:46
epoch 206 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.4851E-04 | 0.13s | 00:07:46

-------
Evaluating train score (10 samples)...

-------
epoch 206 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:47
-------

epoch 207 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9469E-04 | 0.13s | 00:07:47
epoch 207 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8941E-04 | 0.13s | 00:07:47
epoch 207 | batch 3/10 | loss: 0.82 | acc: 1.0 | lr: 8.8416E-04 | 0.13s | 00:07:47
epoch 207 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7894E-04 | 0.13s | 00:07:47
epoch 207 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7375E-04 | 0.13s | 00:07:48
epoch 207 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6859E-04 | 0.13s | 00:07:48
epoch 207 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6346E-04 | 0.13s | 00:07:48
epoch 207 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5837E-04 | 0.13s | 00:07:48
epoch 207 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5330E-04 | 0.13s | 00:07:48
epoch 207 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.4826E-04 | 0.13s | 00:07:48

-------
Evaluating train score (10 samples)...

-------
epoch 207 | train_loss: 1.10 | acc: 0.50 | 0.54s | 00:07:49
-------

epoch 208 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9466E-04 | 0.13s | 00:07:49
epoch 208 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8936E-04 | 0.13s | 00:07:49
epoch 208 | batch 3/10 | loss: 0.82 | acc: 1.0 | lr: 8.8408E-04 | 0.13s | 00:07:50
epoch 208 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7884E-04 | 0.13s | 00:07:50
epoch 208 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7362E-04 | 0.13s | 00:07:50
epoch 208 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6844E-04 | 0.13s | 00:07:50
epoch 208 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6329E-04 | 0.13s | 00:07:50
epoch 208 | batch 8/10 | loss: 1.11 | acc: 0.0 | lr: 8.5817E-04 | 0.13s | 00:07:50
epoch 208 | batch 9/10 | loss: 0.04 | acc: 1.0 | lr: 8.5308E-04 | 0.13s | 00:07:51
epoch 208 | batch 10/10 | loss: 1.08 | acc: 0.0 | lr: 8.4802E-04 | 0.13s | 00:07:51

-------
Evaluating train score (10 samples)...

-------
epoch 208 | train_loss: 1.10 | acc: 0.50 | 0.55s | 00:07:51
-------

epoch 209 | batch 1/10 | loss: 0.84 | acc: 1.0 | lr: 8.9464E-04 | 0.13s | 00:07:51
epoch 209 | batch 2/10 | loss: 0.84 | acc: 1.0 | lr: 8.8930E-04 | 0.13s | 00:07:52
epoch 209 | batch 3/10 | loss: 0.82 | acc: 1.0 | lr: 8.8400E-04 | 0.13s | 00:07:52
epoch 209 | batch 4/10 | loss: 2.23 | acc: 0.0 | lr: 8.7874E-04 | 0.13s | 00:07:52
epoch 209 | batch 5/10 | loss: 0.80 | acc: 1.0 | lr: 8.7350E-04 | 0.13s | 00:07:52
epoch 209 | batch 6/10 | loss: 2.23 | acc: 0.0 | lr: 8.6829E-04 | 0.13s | 00:07:52
epoch 209 | batch 7/10 | loss: 1.13 | acc: 0.0 | lr: 8.6312E-04 | 0.13s | 00:07:52
