,track_id,genre_top,genres_all
45346,066634,15,"[42, 468, 15]"
45347,066635,15,"[42, 468, 15]"
45348,066636,15,"[42, 468, 15]"
45349,066637,15,"[42, 468, 15]"
45350,066638,15,"[42, 468, 15]"
45352,066640,10,[10]
45353,066641,10,[10]
45355,066643,10,[10]
45356,066644,10,[10]
45358,066646,10,[10]
45360,066648,10,[10]
45361,066649,10,[10]
45362,066650,10,[10]
45375,066663,12,"[26, 12, 58]"
45376,066664,12,"[26, 12, 58]"
45411,066701,5,[5]
45413,066703,5,[5]
45464,066757,1235,"[18, 1235]"
45486,066779,5,[5]
45495,066788,12,"[25, 12, 109]"
45510,066803,21,"[811, 21]"
45511,066804,21,"[811, 21]"
45512,066805,21,"[811, 21]"
45513,066806,21,"[811, 21]"
45514,066807,21,"[811, 21]"
45515,066808,21,"[811, 21]"
45516,066809,21,"[811, 21]"
45517,066810,21,"[811, 21]"
45518,066811,21,"[811, 21]"
45519,066812,21,"[811, 21]"
45520,066813,21,"[811, 21]"
45521,066814,21,"[811, 21]"
45522,066815,21,"[811, 21]"
45523,066816,21,"[811, 21]"
45524,066817,21,"[811, 21]"
45525,066818,21,"[811, 21]"
45526,066849,15,"[495, 286, 15]"
45527,066850,15,"[495, 286, 15]"
45528,066851,15,"[495, 286, 15]"
45530,066853,15,"[495, 286, 15]"
45531,066854,15,"[495, 286, 15]"
45533,066856,15,"[495, 286, 15]"
45534,066857,15,"[495, 286, 15]"
45535,066858,15,"[495, 286, 15]"
45536,066859,15,"[495, 286, 15]"
45537,066860,15,"[495, 286, 15]"
45538,066861,15,"[495, 286, 15]"
45539,066862,15,"[495, 286, 15]"
45540,066863,15,"[495, 286, 15]"
45541,066864,15,"[495, 286, 15]"
45542,066865,15,"[495, 286, 15]"
45543,066866,15,"[495, 286, 15]"
45544,066868,15,"[495, 286, 15]"
45545,066869,15,"[495, 286, 15]"
45546,066870,15,"[495, 286, 15]"
45547,066871,15,"[495, 286, 15]"
45548,066872,15,"[495, 286, 15]"
45549,066873,15,"[495, 286, 15]"
45550,066874,15,"[495, 286, 15]"
45551,066875,15,"[495, 286, 15]"
45552,066876,15,"[495, 286, 15]"
45553,066877,15,"[495, 286, 15]"
45554,066878,15,"[495, 286, 15]"
45555,066879,15,"[495, 286, 15]"
45556,066880,15,"[495, 286, 15]"
45557,066881,15,"[495, 286, 15]"
45558,066882,15,"[495, 286, 15]"
45559,066884,15,"[495, 286, 15]"
45560,066885,15,"[495, 286, 15]"
45561,066886,15,"[495, 286, 15]"
45562,066887,15,"[495, 286, 15]"
45563,066888,15,"[495, 286, 15]"
45564,066889,38,"[38, 47]"
45569,066894,38,"[38, 47]"
45583,066910,15,"[495, 286, 15]"
45584,066911,15,"[495, 286, 15]"
45585,066912,15,"[495, 286, 15]"
45586,066913,15,"[495, 286, 15]"
45587,066914,15,"[495, 286, 15]"
45588,066915,15,"[495, 286, 15]"
45590,066917,15,"[495, 286, 15]"
45591,066918,15,"[495, 286, 15]"
45592,066919,15,"[495, 286, 15]"
45593,066920,15,"[495, 286, 15]"
45595,066922,15,"[495, 286, 15]"
45596,066923,15,"[495, 286, 15]"
45597,066924,15,"[495, 286, 15]"
45598,066925,15,"[495, 286, 15]"
45599,066926,15,"[495, 286, 15]"
45600,066927,15,"[495, 286, 15]"
45601,066928,15,"[495, 286, 15]"
45602,066929,15,"[495, 286, 15]"
45603,066930,15,"[495, 286, 15]"
45604,066931,15,"[495, 286, 15]"
45605,066932,15,"[495, 286, 15]"
45606,066933,15,"[495, 286, 15]"
45607,066934,15,"[495, 286, 15]"
45608,066935,15,"[495, 286, 15]"
45609,066936,15,"[495, 286, 15]"
45610,066937,15,"[495, 286, 15]"
45611,066938,15,"[495, 286, 15]"
45612,066939,15,"[495, 286, 15]"
45613,066940,15,"[495, 286, 15]"
45614,066941,15,"[495, 286, 15]"
45617,066945,15,"[495, 286, 15]"
45618,066946,15,"[495, 286, 15]"
45619,066947,15,"[495, 286, 15]"
45620,066948,15,"[495, 286, 15]"
45621,066949,15,"[495, 286, 15]"
45622,066950,15,"[495, 286, 15]"
45623,066951,15,"[495, 286, 15]"
45624,066952,15,"[495, 286, 15]"
45625,066953,15,"[495, 286, 15]"
45626,066954,15,"[495, 286, 15]"
45627,066955,15,"[495, 286, 15]"
45628,066956,15,"[495, 286, 15]"
45629,066957,15,"[495, 286, 15]"
45630,066958,15,"[495, 286, 15]"
45631,066959,15,"[495, 286, 15]"
45632,066960,15,"[495, 286, 15]"
45633,066961,15,"[495, 286, 15]"
45634,066962,15,"[495, 286, 15]"
45635,066963,15,"[495, 286, 15]"
45636,066964,15,"[495, 286, 15]"
45637,066965,15,"[495, 286, 15]"
45638,066966,15,"[495, 286, 15]"
45639,066967,15,"[495, 286, 15]"
45640,066968,15,"[495, 286, 15]"
45641,066969,15,"[495, 286, 15]"
45642,066970,15,"[495, 286, 15]"
45643,066971,15,"[495, 286, 15]"
45644,066972,15,"[495, 286, 15]"
45645,066973,15,"[495, 286, 15]"
45646,066974,15,"[495, 286, 15]"
45647,066975,15,"[495, 286, 15]"
45648,066976,15,"[495, 286, 15]"
45649,066977,15,"[495, 286, 15]"
45651,066992,12,"[25, 12, 111]"
45652,066993,12,"[25, 12, 111]"
45656,066997,12,"[25, 12, 111]"
45657,066998,12,"[25, 12, 111]"
45658,066999,12,"[25, 12, 111]"
45659,067000,12,"[25, 12, 111]"
45665,067007,10,"[10, 76]"
45668,067010,10,"[10, 76]"
45669,067011,17,[17]
45670,067012,17,[17]
45671,067013,17,[17]
45672,067014,17,[17]
45673,067015,17,[17]
45674,067016,17,[17]
45675,067017,17,[17]
45755,067121,12,[12]
45760,067163,12,"[58, 36, 12]"
45764,067167,12,"[25, 12, 109]"
45787,067190,12,"[66, 12]"
45788,067191,12,"[66, 12]"
45819,067222,15,"[42, 15]"
45822,067225,15,"[42, 15]"
45823,067226,15,"[42, 15]"
45824,067227,15,"[42, 15]"
45825,067228,15,"[42, 15]"
45826,067229,15,"[42, 15]"
45827,067230,21,[21]
45829,067232,21,[21]
45830,067233,21,[21]
45831,067234,21,[21]
45832,067235,21,[21]
45864,067269,12,"[25, 12]"
45903,067308,15,[15]
45904,067309,15,[15]
45905,067310,15,[15]
45906,067311,15,[15]
45950,067357,10,"[10, 76]"
45951,067358,10,"[10, 76]"
45952,067359,10,"[10, 76]"
45953,067360,10,"[10, 76]"
45954,067361,10,"[10, 76]"
45955,067362,10,"[10, 76]"
45956,067363,10,"[10, 76]"
45959,067366,10,"[10, 76]"
45960,067367,10,"[10, 76]"
45961,067368,10,"[10, 76]"
45991,067412,12,"[89, 25, 12]"
46009,067446,12,"[25, 12, 111]"
46010,067447,12,"[25, 12, 111]"
46012,067449,12,"[25, 12, 111]"
46014,067451,12,"[25, 12, 111]"
46015,067452,12,"[25, 12, 111]"
46017,067454,12,"[25, 12, 111]"
46018,067455,12,"[25, 12, 111]"
46019,067456,12,"[25, 12, 111]"
46026,067463,15,[15]
46027,067464,15,[15]
46028,067465,15,[15]
46029,067466,15,[15]
46031,067468,15,[15]
46032,067470,15,[15]
46033,067471,15,[15]
46034,067472,15,[15]
46035,067473,15,[15]
46036,067474,15,[15]
46051,067496,38,"[32, 38]"
46055,067500,38,"[32, 38]"
46061,067506,12,"[25, 12, 109]"
46062,067507,12,"[25, 12, 109]"
46063,067508,12,"[25, 12, 109]"
46064,067509,12,"[25, 12, 109]"
46065,067510,12,"[25, 12, 109]"
46066,067511,12,"[25, 12, 109]"
46067,067513,12,"[25, 12, 109]"
46084,067530,38,"[32, 38, 47]"
46085,067531,38,"[32, 38, 47]"
46099,067545,15,"[236, 15]"
46100,067546,15,"[236, 15]"
46106,067552,15,[15]
46107,067553,15,[15]
46108,067554,15,[15]
46110,067556,12,"[98, 12]"
46111,067557,12,"[98, 12]"
46112,067558,12,"[98, 12]"
46113,067559,12,"[25, 12, 111]"
46114,067560,12,"[25, 12, 111]"
46115,067561,12,"[25, 12, 111]"
46116,067562,12,"[25, 12, 111]"
46117,067563,12,"[25, 12, 111]"
46118,067564,12,"[25, 12, 111]"
46119,067565,12,"[25, 12, 111]"
46120,067566,12,"[25, 12, 111]"
46140,067589,12,"[25, 12]"
46147,067596,12,"[25, 12]"
46148,067597,17,[17]
46149,067598,17,[17]
46150,067599,17,[17]
46151,067600,17,[17]
46169,067623,38,"[1, 250, 125, 38]"
46170,067624,38,"[1, 250, 125, 38]"
46171,067625,38,"[1, 250, 125, 38]"
46172,067626,38,"[1, 250, 125, 38]"
46183,067637,15,"[468, 15]"
46185,067639,15,"[468, 15]"
46186,067640,15,"[468, 15]"
46192,067648,12,"[113, 66, 26, 12]"
46193,067649,12,"[113, 66, 26, 12]"
46194,067650,12,"[113, 66, 26, 12]"
46196,067652,12,"[113, 66, 26, 12]"
46197,067653,12,"[113, 66, 26, 12]"
46198,067654,12,"[113, 66, 26, 12]"
46199,067655,12,"[113, 66, 26, 12]"
46200,067656,12,"[113, 66, 26, 12]"
46201,067657,12,"[113, 66, 26, 12]"
46202,067658,12,"[113, 66, 26, 12]"
46203,067659,12,"[113, 66, 26, 12]"
46204,067660,12,"[113, 66, 26, 12]"
46205,067661,12,"[113, 66, 26, 12]"
46207,067670,15,"[42, 15]"
46208,067671,15,"[42, 15]"
46209,067672,15,"[42, 15]"
46210,067673,12,"[26, 12, 98]"
46216,067701,38,"[41, 38]"
46222,067707,38,"[41, 38]"
46247,067734,38,"[32, 38]"
46249,067736,38,"[32, 38]"
46264,067752,38,"[32, 250, 38]"
46267,067755,38,"[32, 250, 38]"
46271,067760,10,"[10, 76]"
46273,067762,12,[12]
46274,067763,17,[17]
46275,067764,17,[17]
46276,067765,17,[17]
46277,067766,17,[17]
46279,067768,12,"[58, 12, 31]"
46280,067769,12,"[58, 12, 31]"
46289,067781,21,[21]
46290,067782,21,[21]
46292,067784,21,[21]
46294,067786,21,[21]
46295,067787,21,[21]
46296,067788,21,[21]
46297,067789,21,[21]
46298,067790,21,[21]
46299,067791,21,[21]
46300,067792,21,[21]
46301,067793,21,[21]
46310,067829,38,"[41, 38]"
46392,068236,4,[4]
46393,068237,4,[4]
46394,068238,4,[4]
46395,068239,4,[4]
46396,068242,4,[4]
46397,068243,4,[4]
46398,068244,4,[4]
46399,068245,4,[4]
46400,068247,4,[4]
46401,068248,4,[4]
46462,068353,10,[10]
46463,068354,10,[10]
46464,068355,10,[10]
46465,068356,10,[10]
46507,068407,38,"[125, 38]"
46508,068408,38,"[125, 38]"
46509,068409,38,"[125, 38]"
46510,068410,38,"[125, 38]"
46524,068424,14,"[11, 14]"
46525,068425,14,"[11, 14]"
46526,068426,14,"[11, 14]"
46527,068427,14,"[11, 14]"
46528,068428,14,"[11, 14]"
46529,068429,14,"[11, 14]"
46530,068430,14,"[11, 14]"
46531,068431,14,"[11, 14]"
46532,068432,14,"[11, 14]"
46533,068433,14,"[11, 14]"
46534,068434,14,"[11, 14]"
46535,068435,14,"[11, 14]"
46543,068443,15,[15]
46544,068444,15,[15]
46545,068445,15,[15]
46547,068447,15,[15]
46548,068448,15,[15]
46592,068507,12,"[25, 12]"
46611,068530,21,[21]
46612,068531,21,[21]
46613,068532,21,[21]
46614,068533,21,[21]
46615,068534,21,[21]
46616,068535,21,[21]
46620,068539,38,"[38, 30]"
46621,068540,38,"[38, 30]"
46622,068541,38,"[38, 30]"
46623,068542,38,"[38, 30]"
46624,068543,38,"[38, 30]"
46626,068549,38,"[38, 30]"
46628,068570,38,"[38, 30]"
46629,068571,38,"[38, 30]"
46631,068573,38,"[38, 30]"
46634,068576,38,"[38, 30]"
46637,068579,38,"[38, 30]"
46646,068588,21,"[100, 21]"
46647,068589,21,"[100, 21]"
46648,068590,21,"[100, 21]"
46649,068591,21,"[100, 21]"
46650,068592,21,"[100, 21]"
46651,068593,21,"[100, 21]"
46652,068594,21,"[100, 21]"
46653,068595,21,"[100, 21]"
46654,068596,21,"[100, 21]"
46655,068597,21,"[100, 21]"
46656,068598,21,"[100, 21]"
46657,068599,21,"[100, 21]"
46658,068600,21,"[100, 21]"
46659,068601,21,"[100, 21]"
46710,068680,15,"[184, 42, 15]"
46711,068681,15,"[184, 42, 15]"
46712,068682,15,"[184, 42, 15]"
46713,068683,15,"[184, 42, 15]"
46724,068696,12,"[25, 12, 45]"
46730,068707,12,"[25, 66, 12, 111]"
46731,068708,12,"[25, 66, 12, 111]"
46732,068709,12,"[25, 66, 12, 111]"
46733,068710,12,"[25, 66, 12, 111]"
46734,068711,12,"[25, 66, 12, 111]"
46735,068712,12,"[25, 66, 12, 111]"
46736,068713,12,"[25, 66, 12, 111]"
46737,068739,4,[4]
46738,068740,4,[4]
46739,068741,4,[4]
46740,068742,4,[4]
46741,068743,4,[4]
46742,068744,4,[4]
46743,068745,4,[4]
46744,068746,4,[4]
46745,068747,4,[4]
46746,068748,4,[4]
46769,068816,12,"[25, 12, 109, 361]"
46770,068817,12,"[25, 12, 109, 361]"
46771,068818,12,"[25, 12, 109, 361]"
46772,068819,12,"[25, 12, 109, 361]"
46773,068820,12,"[25, 12, 109, 361]"
46774,068821,12,"[25, 12, 109, 361]"
46790,068837,17,[17]
46791,068838,17,[17]
46792,068839,17,[17]
46793,068840,17,[17]
46794,068841,17,[17]
46795,068842,17,[17]
46796,068843,17,[17]
46797,068844,17,[17]
46804,068851,17,[17]
46805,068852,17,[17]
46806,068853,17,[17]
46807,068854,17,[17]
46808,068855,17,[17]
46809,068856,17,[17]
46810,068857,17,[17]
46811,068858,17,[17]
46812,068860,17,[17]
46813,068861,17,[17]
46814,068862,17,[17]
46821,068869,38,"[32, 38]"
46823,068871,38,"[32, 38]"
46824,068872,38,"[32, 38]"
46827,068875,38,"[32, 38]"
46854,068902,12,[12]
46858,068906,12,[12]
46859,068907,12,[12]
46929,068999,38,"[38, 30]"
46931,069001,38,"[38, 30]"
46932,069002,38,"[38, 30]"
46951,069021,1235,"[107, 18, 1235]"
46957,069027,1235,"[107, 18, 1235]"
47020,069170,15,"[495, 468, 15]"
47021,069171,12,"[25, 12, 85]"
47022,069172,12,"[25, 12, 85]"
47023,069173,12,"[25, 12, 85]"
47024,069174,12,"[25, 12, 85]"
47025,069175,12,"[25, 12, 85]"
47026,069176,12,"[25, 12, 85]"
47027,069177,12,"[25, 12, 85]"
47028,069178,12,"[25, 12, 85]"
47031,069181,10,"[10, 76]"
47032,069182,10,"[10, 76]"
47036,069188,10,"[10, 76]"
47040,069193,15,"[296, 400, 182, 15]"
47042,069195,15,"[296, 400, 182, 15]"
47043,069196,15,"[296, 400, 182, 15]"
47044,069197,15,"[296, 400, 182, 15]"
47045,069198,15,"[296, 400, 182, 15]"
47046,069199,15,"[296, 400, 182, 15]"
47047,069200,15,"[296, 400, 182, 15]"
47048,069201,15,"[296, 400, 182, 15]"
47049,069202,15,"[296, 400, 182, 15]"
47050,069203,15,"[296, 400, 182, 15]"
47051,069204,15,"[296, 400, 182, 15]"
47052,069205,15,"[296, 400, 182, 15]"
47053,069206,15,"[296, 400, 182, 15]"
47054,069207,15,"[296, 400, 182, 15]"
47055,069208,15,"[296, 400, 182, 15]"
47056,069209,15,"[296, 400, 182, 15]"
47057,069210,15,"[296, 400, 182, 15]"
47058,069211,15,"[296, 400, 182, 15]"
47103,069258,12,"[25, 66, 12, 111]"
47104,069259,12,"[25, 66, 12, 111]"
47105,069260,12,"[25, 66, 12, 111]"
47106,069261,12,"[25, 66, 12, 111]"
47107,069262,12,"[25, 66, 12, 111]"
47108,069263,12,"[25, 66, 12, 111]"
47109,069264,12,"[25, 12, 109]"
47115,069270,12,"[25, 12, 109]"
47117,069272,12,"[25, 12, 109]"
47118,069291,12,"[25, 12, 109]"
47126,069299,12,"[25, 12, 109]"
47159,069349,12,"[25, 12]"
47171,069361,12,"[25, 12]"
47172,069362,12,"[25, 12]"
47267,069554,21,[21]
47268,069555,21,[21]
47269,069556,21,[21]
47270,069557,21,[21]
47271,069558,21,[21]
47272,069559,21,[21]
47273,069560,21,[21]
47274,069561,21,[21]
47275,069562,21,[21]
47276,069563,21,[21]
47277,069564,21,[21]
47280,069567,17,"[49, 17]"
47290,069587,15,"[495, 286, 15]"
47291,069588,15,"[495, 286, 15]"
47292,069589,15,"[495, 286, 15]"
47293,069590,15,"[495, 286, 15]"
47294,069591,15,"[495, 286, 15]"
47295,069592,15,"[495, 286, 15]"
47296,069593,15,"[495, 286, 15]"
47297,069594,15,"[495, 286, 15]"
47337,069636,12,"[45, 27, 12, 53]"
47339,069638,12,"[45, 27, 12, 53]"
47347,069646,12,"[45, 27, 12, 53]"
47348,069647,12,"[45, 27, 12, 53]"
47358,069665,38,[38]
47364,069682,38,[38]
47365,069683,38,[38]
47368,069686,38,[38]
47370,069688,12,"[25, 314, 12, 71]"
47371,069689,12,"[25, 314, 12, 71]"
47372,069690,12,"[25, 314, 12, 71]"
47373,069691,12,"[25, 314, 12, 71]"
47375,069693,12,"[25, 314, 12, 71]"
47376,069694,12,"[25, 314, 12, 71]"
47377,069695,12,"[25, 314, 12, 71]"
47378,069696,12,"[25, 314, 12, 71]"
47389,069719,12,"[12, 45, 53, 88, 90]"
47390,069720,12,"[12, 45, 53, 88, 90]"
47391,069721,12,"[12, 45, 53, 88, 90]"
47392,069722,12,"[12, 45, 53, 88, 90]"
47393,069723,12,"[12, 45, 53, 88, 90]"
47394,069724,12,"[12, 45, 53, 88, 90]"
47395,069725,12,"[12, 45, 53, 88, 90]"
47396,069726,12,"[12, 45, 53, 88, 90]"
47397,069727,12,"[12, 45, 53, 88, 90]"
47398,069728,15,"[236, 15]"
47399,069729,15,"[236, 15]"
47400,069730,15,"[236, 15]"
47401,069731,15,"[236, 15]"
47402,069732,15,"[236, 15]"
47403,069733,15,"[236, 15]"
47404,069734,15,"[236, 15]"
47405,069735,15,"[236, 15]"
47406,069736,15,"[236, 15]"
47414,069744,10,"[10, 76]"
47415,069745,10,"[10, 76]"
47416,069746,10,"[10, 76]"
47417,069747,10,"[10, 76]"
47423,069761,17,[17]
47424,069762,17,[17]
47425,069763,17,[17]
47426,069764,17,[17]
47427,069765,17,[17]
47428,069766,17,[17]
47429,069767,17,[17]
47430,069768,17,[17]
47435,069776,12,"[89, 12, 25]"
47440,069781,12,"[25, 12, 111]"
47441,069782,12,"[66, 12]"
47443,069784,38,"[41, 38]"
47444,069785,38,"[41, 38]"
47445,069786,38,"[41, 38]"
47446,069787,38,"[41, 38]"
47447,069788,38,"[41, 38]"
47448,069789,38,"[41, 38]"
47449,069791,38,"[41, 38]"
47450,069792,38,"[41, 38]"
47451,069793,38,"[41, 38]"
47456,069798,38,"[41, 38]"
47471,069822,21,"[539, 21]"
47472,069823,21,"[539, 21]"
47473,069824,21,"[539, 21]"
47474,069825,21,"[539, 21]"
47475,069826,21,"[539, 21]"
47476,069827,21,"[539, 21]"
47477,069828,21,"[539, 21]"
47478,069829,21,[21]
47479,069830,21,[21]
47480,069831,21,[21]
47482,069833,21,[21]
47483,069834,21,[21]
47484,069835,21,[21]
47485,069836,15,[15]
47486,069837,15,[15]
47487,069838,15,[15]
47488,069839,15,[15]
47489,069840,15,[15]
47506,069864,38,"[32, 250, 38]"
47522,069904,21,[21]
47539,069925,12,"[25, 109, 12, 45]"
47540,069926,12,"[25, 109, 12, 45]"
47542,069928,12,"[25, 109, 12, 45]"
47543,069929,12,"[25, 109, 12, 45]"
47547,069933,12,"[25, 12, 85]"
47552,069938,12,"[25, 12, 85]"
47553,069939,12,"[25, 12, 85]"
47564,069950,12,"[66, 12]"
47565,069951,12,"[66, 12]"
47566,069952,12,"[66, 12]"
47567,069953,12,"[66, 12]"
47568,069954,12,"[66, 12]"
47569,069955,12,"[25, 12]"
47598,070002,38,"[250, 38]"
47601,070005,38,"[250, 38]"
47620,070040,12,"[71, 12, 89, 27, 25]"
47621,070041,12,"[71, 12, 89, 27, 25]"
47623,070043,12,"[71, 12, 89, 27, 25]"
47624,070044,12,"[71, 12, 89, 27, 25]"
47625,070045,12,"[71, 12, 89, 27, 25]"
47723,070163,38,"[1, 38]"
47728,070168,38,"[1, 38]"
47731,070171,38,"[1, 38]"
47732,070172,38,"[1, 38]"
47733,070173,38,"[1, 38]"
47734,070174,38,"[1, 38]"
47750,070190,12,"[58, 12, 85]"
47751,070191,12,"[58, 12, 85]"
47753,070193,12,"[58, 12, 85]"
47754,070194,12,"[58, 12, 85]"
47758,070198,12,"[58, 12, 85]"
47759,070199,12,"[58, 12, 85]"
47761,070201,12,"[25, 58, 12, 85]"
47762,070202,12,"[25, 58, 12, 85]"
47763,070204,12,"[25, 58, 12, 85]"
47764,070205,12,"[25, 58, 12, 85]"
47765,070206,21,"[539, 21]"
47766,070207,21,"[539, 21]"
47767,070208,21,"[539, 21]"
47792,070239,15,[15]
47793,070240,15,[15]
47794,070241,15,[15]
47795,070242,15,[15]
47796,070243,15,[15]
47797,070244,15,[15]
47798,070245,12,"[25, 12, 85]"
47803,070250,12,"[25, 12, 85]"
47804,070251,12,"[25, 12, 85]"
47818,070267,12,"[25, 12, 109]"
47819,070268,12,"[25, 12, 109]"
47823,070272,12,"[25, 12, 109]"
47824,070273,12,"[25, 12, 109]"
47825,070274,12,"[25, 12, 109]"
47826,070275,12,"[25, 12, 109]"
47832,070282,15,"[240, 297, 15]"
47833,070283,15,"[240, 297, 15]"
47835,070285,5,"[322, 5]"
47889,070402,12,"[27, 12]"
47892,070405,12,"[25, 66, 12]"
47893,070406,12,"[25, 66, 12]"
47894,070407,12,"[66, 12]"
47896,070409,12,"[89, 27, 12, 25]"
47898,070412,12,"[66, 12]"
47900,070417,5,"[322, 5]"
47901,070418,5,"[322, 5]"
47902,070419,5,"[322, 5]"
47907,070434,12,"[25, 58, 12, 85]"
47908,070435,12,"[25, 58, 12, 85]"
47909,070436,12,"[25, 58, 12, 85]"
47910,070437,12,"[25, 58, 12, 85]"
47911,070438,12,"[25, 58, 12, 85]"
47912,070439,12,"[25, 58, 12, 85]"
47913,070440,12,"[25, 58, 12, 85]"
47914,070441,5,"[442, 5]"
47915,070442,5,"[442, 5]"
47916,070443,5,"[442, 5]"
47917,070444,5,"[442, 5]"
47918,070445,5,"[442, 5]"
47919,070446,5,"[442, 5]"
47920,070447,5,"[442, 5]"
47921,070448,5,"[442, 5]"
47922,070449,5,"[442, 5]"
47923,070450,5,"[442, 5]"
47924,070451,5,"[442, 5]"
47925,070452,5,"[442, 5]"
47926,070454,5,"[442, 5]"
47927,070455,5,"[442, 5]"
47928,070456,5,"[442, 5]"
47929,070457,5,"[442, 5]"
47930,070458,5,"[442, 5]"
47931,070459,5,"[442, 5]"
47932,070460,5,"[442, 5]"
47933,070461,5,"[442, 5]"
47934,070462,5,"[442, 5]"
47935,070463,5,"[442, 5]"
47936,070464,5,"[442, 5]"
47937,070465,5,"[442, 5]"
47938,070466,5,"[442, 5]"
47939,070467,5,"[442, 5]"
47940,070468,5,"[442, 5]"
47941,070469,5,"[442, 5]"
47942,070470,5,"[442, 5]"
47943,070471,5,"[442, 5]"
47944,070472,5,"[442, 5]"
47979,070509,15,[15]
47982,070512,15,[15]
47983,070513,15,[15]
47987,070517,38,"[41, 250, 38]"
48068,070654,21,[21]
48069,070655,21,[21]
48070,070656,21,[21]
48071,070657,21,[21]
48072,070658,21,[21]
48073,070659,21,[21]
48074,070660,21,[21]
48159,070809,12,"[31, 12, 439]"
48161,070811,12,"[31, 12, 439]"
48163,070813,12,"[31, 12, 439]"
48171,070821,12,[12]
48172,070822,12,[12]
48174,070824,12,[12]
48195,070873,10,"[10, 76]"
48196,070874,10,"[10, 76]"
48197,070875,10,"[10, 76]"
48198,070876,10,"[10, 76]"
48199,070877,10,"[10, 76]"
48200,070878,10,"[10, 76]"
48201,070879,10,"[10, 76]"
48204,070882,12,"[25, 12, 85]"
48207,070885,12,"[25, 12, 85]"
48208,070886,12,"[25, 12, 85]"
48209,070887,12,"[25, 12, 85]"
48210,070888,12,"[25, 12, 85]"
48211,070889,12,"[25, 12, 85]"
48229,070913,21,[21]
48230,070914,21,[21]
48249,070933,5,"[659, 5]"
48250,070934,5,"[659, 5]"
48251,070935,5,"[659, 5]"
48252,070936,5,"[659, 5]"
48253,070937,5,"[659, 5]"
48254,070938,5,"[659, 5]"
48255,070939,5,"[659, 5]"
48256,070940,5,"[659, 5]"
48257,070941,5,"[659, 5]"
48258,070942,5,"[659, 5]"
48259,070943,5,"[659, 5]"
48262,070947,15,"[15, 495]"
48263,070948,15,"[15, 495]"
48264,070949,15,"[15, 495]"
48266,070951,15,"[15, 495]"
48268,070953,15,"[15, 495]"
48269,070954,15,"[15, 495]"
48272,070957,15,"[15, 495]"
48274,070959,15,"[15, 495]"
48275,070960,15,"[15, 495]"
48277,070962,15,"[15, 495]"
48278,070963,15,"[15, 495]"
48279,070964,15,"[15, 495]"
48280,070965,15,"[15, 495]"
48281,070966,15,"[15, 495]"
48282,070967,15,"[15, 495]"
48283,070968,15,"[15, 495]"
48284,070969,15,"[15, 495]"
48360,071087,15,"[183, 236, 15]"
48361,071088,15,"[183, 236, 15]"
48362,071089,15,"[183, 236, 15]"
48363,071090,15,"[183, 236, 15]"
48364,071091,15,"[183, 236, 15]"
48366,071093,15,"[183, 236, 15]"
48367,071094,15,"[183, 236, 15]"
48368,071095,15,"[183, 236, 15]"
48369,071096,15,"[183, 236, 15]"
48370,071097,15,"[183, 236, 15]"
48372,071099,15,"[236, 15]"
48373,071100,15,"[236, 15]"
48374,071101,15,"[236, 15]"
48375,071102,15,"[236, 15]"
48376,071103,15,"[236, 15]"
48377,071104,15,[15]
48378,071105,15,[15]
48379,071106,15,[15]
48380,071107,15,[15]
48381,071108,15,[15]
48382,071109,15,[15]
48383,071110,15,[15]
48384,071111,15,[15]
48385,071112,15,[15]
48386,071113,15,[15]
48405,071133,17,"[33, 17]"
48419,071150,21,[21]
48420,071151,21,[21]
48421,071152,21,[21]
48422,071153,21,[21]
48423,071154,21,[21]
48425,071156,21,[21]
48426,071157,21,[21]
48427,071158,21,[21]
48428,071159,21,[21]
48429,071160,21,[21]
48430,071161,21,[21]
48436,071167,12,"[25, 27, 12, 85]"
48439,071172,21,"[811, 21]"
48440,071173,21,"[811, 21]"
48441,071174,21,"[811, 21]"
48442,071175,21,"[811, 21]"
48445,071197,15,[15]
48446,071198,15,[15]
48447,071199,15,[15]
48449,071201,15,[15]
48450,071202,15,[15]
48463,071215,21,"[100, 21]"
48464,071216,21,"[100, 21]"
48465,071217,21,"[100, 21]"
48466,071218,21,"[100, 21]"
48469,071221,21,"[100, 21]"
48470,071222,21,"[100, 21]"
48471,071223,21,"[100, 21]"
48472,071224,21,"[100, 21]"
48473,071225,21,"[100, 21]"
48474,071226,21,"[100, 21]"
48475,071227,21,"[100, 21]"
48476,071228,21,"[100, 21]"
48477,071229,21,"[100, 21]"
48478,071230,21,"[100, 21]"
48479,071231,21,"[100, 21]"
48480,071240,21,"[100, 21]"
48481,071241,21,"[100, 21]"
48482,071242,21,"[100, 21]"
48483,071243,21,"[100, 21]"
48484,071244,21,"[100, 21]"
48485,071245,21,"[100, 21]"
48486,071246,21,"[100, 21]"
48487,071247,21,"[100, 21]"
48488,071248,21,"[100, 21]"
48489,071249,21,"[100, 21]"
48490,071250,21,"[100, 21]"
48491,071251,21,"[100, 21]"
48492,071252,21,"[100, 21]"
48493,071253,21,"[100, 21]"
48494,071254,21,"[100, 21]"
48495,071255,21,"[100, 21]"
48496,071256,12,"[25, 12]"
48497,071257,12,"[25, 12]"
48499,071259,12,"[25, 12]"
48501,071261,12,"[25, 12]"
48503,071263,12,"[25, 12]"
48505,071265,12,"[25, 12]"
48506,071266,12,"[25, 12]"
48507,071270,12,"[25, 45, 12, 53]"
